city,country,country_params,distance,id,lat,localized_country_name,lon,member_count,ranking,state,state_params,zip
Osmond,us,US,831.6986285359661,68765,42.34000015258789,USA,-97.55999755859375,3,79,NE,NE,68765
Benkelman,us,US,703.4676121307872,69021,40.04999923706055,USA,-101.52999877929688,3,80,NE,NE,69021
Ponca,us,US,849.6507130679116,68770,42.58000183105469,USA,-96.7300033569336,3,81,NE,NE,68770
Craig,us,US,795.9593395294476,68019,41.779998779296875,USA,-96.3499984741211,3,82,NE,NE,68019
Ithaca,us,US,752.5002642553955,68033,41.15999984741211,USA,-96.54000091552734,3,83,NE,NE,68033
Mead,us,US,756.023468511861,68041,41.209999084472656,USA,-96.5199966430664,3,84,NE,NE,68041
Crawford,us,US,901.9818530044693,69339,42.65999984741211,USA,-103.41000366210938,3,85,NE,NE,69339
Doniphan,us,US,724.0730508276757,68832,40.77000045776367,USA,-98.37000274658203,3,86,NE,NE,68832
Yutan,us,US,758.6114446143984,68073,41.2400016784668,USA,-96.4000015258789,3,87,NE,NE,68073
Cortland,us,US,706.3928452435946,68331,40.5,USA,-96.70999908447266,3,88,NE,NE,68331
Morrill,us,US,866.9787545444758,69358,41.959999084472656,USA,-103.93000030517578,3,89,NE,NE,69358
Denton,us,US,722.4402274159928,68339,40.7400016784668,USA,-96.8499984741211,3,90,NE,NE,68339
Merna,us,US,774.8840648557986,68856,41.400001525878906,USA,-99.8499984741211,3,91,NE,NE,68856
Ord,us,US,783.1837008688123,68862,41.599998474121094,USA,-98.93000030517578,3,92,NE,NE,68862
Big Springs,us,US,781.867942294763,69122,41.11000061035156,USA,-102.13999938964844,2,93,NE,NE,69122
Brady,us,US,756.2720526144308,69123,41.060001373291016,USA,-100.37000274658203,2,94,NE,NE,69123
Filley,us,US,693.4366193799665,68357,40.29999923706055,USA,-96.5199966430664,2,95,NE,NE,68357
Albion,us,US,788.3075313130805,68620,41.709999084472656,USA,-98.0,2,96,NE,NE,68620
Shelton,us,US,725.937356184071,68876,40.779998779296875,USA,-98.7300033569336,2,97,NE,NE,68876
Hershey,us,US,769.0311229202875,69143,41.150001525878906,USA,-101.0,2,98,NE,NE,69143
Humboldt,us,US,687.1770865697696,68376,40.15999984741211,USA,-95.94999694824219,2,99,NE,NE,68376
Lodgepole,us,US,794.162647662997,69149,41.16999816894531,USA,-102.66000366210938,2,100,NE,NE,69149
Paxton,us,US,777.6782172482833,69155,41.209999084472656,USA,-101.37999725341797,2,101,NE,NE,69155
Potter,us,US,808.9530498729397,69156,41.220001220703125,USA,-103.30999755859375,2,102,NE,NE,69156
Osceola,us,US,756.3787203268918,68651,41.25,USA,-97.56999969482422,2,103,NE,NE,68651
Wallace,us,US,750.3396342806778,69169,40.84000015258789,USA,-101.16000366210938,2,104,NE,NE,69169
Saint Edward,us,US,778.5189666279954,68660,41.56999969482422,USA,-97.86000061035156,2,105,NE,NE,68660
Murray,us,US,739.2581014110534,68409,40.91999816894531,USA,-95.93000030517578,2,106,NE,NE,68409
Stromsburg,us,US,746.697502085424,68666,41.11000061035156,USA,-97.58999633789062,2,107,NE,NE,68666
Pleasant Dale,us,US,725.646795022587,68423,40.790000915527344,USA,-96.93000030517578,2,108,NE,NE,68423
Plymouth,us,US,691.6822607932426,68424,40.29999923706055,USA,-96.98999786376953,2,109,NE,NE,68424
Roca,us,US,718.2913335222236,68430,40.66999816894531,USA,-96.66000366210938,2,110,NE,NE,68430
Ainsworth,us,US,853.3936065295419,69210,42.54999923706055,USA,-99.86000061035156,2,111,NE,NE,69210
Juniata,us,US,712.095953823258,68955,40.59000015258789,USA,-98.5199966430664,2,112,NE,NE,68955
Syracuse,us,US,719.9257098397774,68446,40.65999984741211,USA,-96.18000030517578,2,113,NE,NE,68446
Merriman,us,US,895.22290616156,69218,42.91999816894531,USA,-101.70999908447266,2,114,NE,NE,69218
Oak,us,US,688.0220149169205,68964,40.2599983215332,USA,-97.87999725341797,2,115,NE,NE,68964
Allen,us,US,837.6229522291358,68710,42.40999984741211,USA,-96.83999633789062,2,116,NE,NE,68710
Oxford,us,US,694.9411919740753,68967,40.25,USA,-99.63999938964844,2,117,NE,NE,68967
Republican City,us,US,681.7940011101693,68971,40.099998474121094,USA,-99.2300033569336,2,118,NE,NE,68971
Weeping Water,us,US,734.5510841432612,68463,40.869998931884766,USA,-96.13999938964844,2,119,NE,NE,68463
Butte,us,US,873.6728760124014,68722,42.91999816894531,USA,-98.83000183105469,2,120,NE,NE,68722
Superior,us,US,671.6540124135556,68978,40.02000045776367,USA,-98.05999755859375,2,121,NE,NE,68978
Naper,us,US,875.3313824576419,68755,42.93000030517578,USA,-99.08999633789062,2,122,NE,NE,68755
Oakdale,us,US,811.7480806057961,68761,42.04999923706055,USA,-97.94999694824219,2,123,NE,NE,68761
Page,us,US,838.6195010189798,68766,42.43000030517578,USA,-98.37000274658203,2,124,NE,NE,68766
Pierce,us,US,822.0385300938378,68767,42.20000076293945,USA,-97.52999877929688,2,125,NE,NE,68767
Stuart,us,US,853.5415892783623,68780,42.61000061035156,USA,-99.13999938964844,2,126,NE,NE,68780
Ceresco,us,US,745.1825570331011,68017,41.060001373291016,USA,-96.6500015258789,2,127,NE,NE,68017
Wausa,us,US,842.7625262486833,68786,42.5,USA,-97.54000091552734,2,128,NE,NE,68786
Homer,us,US,832.5364786462706,68030,42.31999969482422,USA,-96.48999786376953,2,129,NE,NE,68030
Oakland,us,US,799.5771446476473,68045,41.84000015258789,USA,-96.47000122070312,2,130,NE,NE,68045
Ansley,us,US,766.6458657435123,68814,41.33000183105469,USA,-99.33000183105469,2,131,NE,NE,68814
Avoca,us,US,729.8697199436666,68307,40.79999923706055,USA,-96.12000274658203,2,132,NE,NE,68307
Broken Bow,us,US,773.3831053496116,68822,41.400001525878906,USA,-99.63999938964844,2,133,NE,NE,68822
Dannebrog,us,US,749.3833210379312,68831,41.130001068115234,USA,-98.54000091552734,2,134,NE,NE,68831
Eddyville,us,US,747.1901649450037,68834,41.0099983215332,USA,-99.69999694824219,2,135,NE,NE,68834
Hemingford,us,US,874.8436033970946,69348,42.31999969482422,USA,-103.08000183105469,2,136,NE,NE,69348
Hampton,us,US,730.8658594330466,68843,40.880001068115234,USA,-97.88999938964844,2,137,NE,NE,68843
Loup City,us,US,761.3546026386937,68853,41.279998779296875,USA,-98.97000122070312,2,138,NE,NE,68853
Riverdale,us,US,727.9769028772855,68870,40.779998779296875,USA,-99.16000366210938,1,139,NE,NE,68870
Brule,us,US,776.7990015646582,69127,41.09000015258789,USA,-101.88999938964844,1,140,NE,NE,69127
Chappell,us,US,785.8485803640598,69129,41.09000015258789,USA,-102.47000122070312,1,141,NE,NE,69129
Goehner,us,US,727.7761953661612,68364,40.83000183105469,USA,-97.19999694824219,1,142,NE,NE,68364
Dix,us,US,810.7460556028132,69133,41.20000076293945,USA,-103.47000122070312,1,143,NE,NE,69133
Gresham,us,US,739.9004496648249,68367,41.0099983215332,USA,-97.41999816894531,1,144,NE,NE,68367
Bellwood,us,US,763.5993002818411,68624,41.349998474121094,USA,-97.25,1,145,NE,NE,68624
Cedar Rapids,us,US,778.130583608115,68627,41.560001373291016,USA,-98.13999938964844,1,146,NE,NE,68627
Grant,us,US,759.1238218101016,69140,40.86000061035156,USA,-101.70999908447266,1,147,NE,NE,69140
Dodge,us,US,789.9258278121946,68633,41.720001220703125,USA,-96.87999725341797,1,148,NE,NE,68633
Duncan,us,US,766.0660315290526,68634,41.38999938964844,USA,-97.54000091552734,1,149,NE,NE,68634
Dwight,us,US,746.2565747995723,68635,41.09000015258789,USA,-96.95999908447266,1,150,NE,NE,68635
Lisco,us,US,818.0790601595849,69148,41.56999969482422,USA,-102.55000305175781,1,151,NE,NE,69148
Madrid,us,US,755.9131416550262,69150,40.849998474121094,USA,-101.52999877929688,1,152,NE,NE,69150
Genoa,us,US,770.1783052599012,68640,41.45000076293945,USA,-97.7300033569336,1,153,NE,NE,68640
Oshkosh,us,US,804.5845292661496,69154,41.40999984741211,USA,-102.3499984741211,1,154,NE,NE,69154
Morse Bluff,us,US,769.4716885943491,68648,41.41999816894531,USA,-96.80000305175781,1,155,NE,NE,68648
Sutherland,us,US,771.1211744865756,69165,41.15999984741211,USA,-101.12000274658203,1,156,NE,NE,69165
Malcolm,us,US,734.0978502367662,68402,40.90999984741211,USA,-96.87000274658203,1,157,NE,NE,68402
Wellfleet,us,US,742.537698186323,69170,40.79999923706055,USA,-100.7300033569336,1,158,NE,NE,69170
Schuyler,us,US,770.8564445921667,68661,41.45000076293945,USA,-97.05999755859375,1,159,NE,NE,68661
Silver Creek,us,US,761.192249073137,68663,41.31999969482422,USA,-97.66999816894531,1,160,NE,NE,68663
Alma,us,US,682.650789034714,68920,40.099998474121094,USA,-99.36000061035156,1,161,NE,NE,68920
Ayr,us,US,701.5063760413301,68925,40.439998626708984,USA,-98.44000244140625,1,162,NE,NE,68925
Nemaha,us,US,701.474482403072,68414,40.34000015258789,USA,-95.68000030517578,1,163,NE,NE,68414
Odell,us,US,675.0625200979555,68415,40.04999923706055,USA,-96.80000305175781,1,164,NE,NE,68415
Palmyra,us,US,721.5499913243937,68418,40.70000076293945,USA,-96.38999938964844,1,165,NE,NE,68418
Pawnee City,us,US,682.4245036119268,68420,40.11000061035156,USA,-96.1500015258789,1,166,NE,NE,68420
Peru,us,US,710.622069006578,68421,40.47999954223633,USA,-95.7300033569336,1,167,NE,NE,68421
Pickrell,us,US,698.7039786251904,68422,40.38999938964844,USA,-96.73999786376953,1,168,NE,NE,68422
Fairfield,us,US,700.0487250441341,68938,40.43000030517578,USA,-98.11000061035156,1,169,NE,NE,68938
Raymond,us,US,738.487174669561,68428,40.970001220703125,USA,-96.79000091552734,1,170,NE,NE,68428
Glenvil,us,US,703.7084216695195,68941,40.47999954223633,USA,-98.22000122070312,1,171,NE,NE,68941
Guide Rock,us,US,675.6764144043431,68942,40.06999969482422,USA,-98.33000183105469,1,172,NE,NE,68942
Valentine,us,US,881.1764121151994,69201,42.880001068115234,USA,-100.56999969482422,1,173,NE,NE,69201
Shickley,us,US,699.0055933824167,68436,40.41999816894531,USA,-97.7300033569336,1,174,NE,NE,68436
Holbrook,us,US,702.073708502896,68948,40.310001373291016,USA,-100.0,1,175,NE,NE,68948
Sterling,us,US,705.1156871916846,68443,40.459999084472656,USA,-96.37999725341797,1,176,NE,NE,68443
Swanton,us,US,697.6336938271279,68445,40.38999938964844,USA,-97.08999633789062,1,177,NE,NE,68445
Loomis,us,US,709.6559368786502,68958,40.47999954223633,USA,-99.51000213623047,1,178,NE,NE,68958
Utica,us,US,732.379868186528,68456,40.900001525878906,USA,-97.3499984741211,1,179,NE,NE,68456
Atkinson,us,US,847.3700240486284,68713,42.529998779296875,USA,-98.9800033569336,1,180,NE,NE,68713
Bassett,us,US,853.4332032584349,68714,42.58000183105469,USA,-99.52999877929688,1,181,NE,NE,68714
Battle Creek,us,US,808.1918172635054,68715,42.0,USA,-97.5999984741211,1,182,NE,NE,68715
Walton,us,US,725.1117600863585,68461,40.7599983215332,USA,-96.51000213623047,1,183,NE,NE,68461
Bloomfield,us,US,849.6416689448963,68718,42.599998474121094,USA,-97.6500015258789,1,184,NE,NE,68718
Western,us,US,698.0319909123128,68464,40.400001525878906,USA,-97.2300033569336,1,185,NE,NE,68464
Wymore,us,US,680.3920346515861,68466,40.119998931884766,USA,-96.66999816894531,1,186,NE,NE,68466
Wilcox,us,US,701.0054305189724,68982,40.38999938964844,USA,-99.12000274658203,1,187,NE,NE,68982
Creighton,us,US,840.0436065627256,68729,42.459999084472656,USA,-97.91000366210938,1,188,NE,NE,68729
Crofton,us,US,859.3502831924853,68730,42.7400016784668,USA,-97.52999877929688,1,189,NE,NE,68730
Ewing,us,US,826.8440111129679,68735,42.2599983215332,USA,-98.3499984741211,1,190,NE,NE,68735
Inman,us,US,832.8447485956057,68742,42.34000015258789,USA,-98.55000305175781,1,191,NE,NE,68742
Jackson,us,US,842.5441036427192,68743,42.470001220703125,USA,-96.58000183105469,1,192,NE,NE,68743
Laurel,us,US,839.1155186243269,68745,42.439998626708984,USA,-97.0999984741211,1,193,NE,NE,68745
McLean,us,US,835.885847716274,68747,42.400001525878906,USA,-97.4800033569336,1,194,NE,NE,68747
Mills,us,US,874.2541112468127,68753,42.88999938964844,USA,-99.44999694824219,1,195,NE,NE,68753
Niobrara,us,US,861.5439477510407,68760,42.77000045776367,USA,-98.01000213623047,1,196,NE,NE,68760
Champion,us,US,744.3205009674846,69023,40.56999969482422,USA,-101.9800033569336,1,197,NE,NE,69023
Abie,us,US,764.1925431258531,68001,41.349998474121094,USA,-96.95999908447266,1,198,NE,NE,68001
Curtis,us,US,728.7248471245906,69025,40.630001068115234,USA,-100.51000213623047,1,199,NE,NE,69025
Las Vegas,us,US,1053.6416041356977,89101,36.16999816894531,USA,-115.12000274658203,36677,0,NV,NV,89101
Henderson,us,US,1043.7334705196022,89002,36.060001373291016,USA,-114.95999908447266,5627,1,NV,NV,89002
Reno,us,US,1340.4857016612668,89501,39.529998779296875,USA,-119.80999755859375,5408,2,NV,NV,89501
North Las Vegas,us,US,1054.7639730060564,89030,36.209999084472656,USA,-115.12999725341797,2006,3,NV,NV,89030
Sparks,us,US,1337.099005787514,89431,39.54999923706055,USA,-119.7300033569336,681,4,NV,NV,89431
Carson City,us,US,1332.3706707120919,89701,39.20000076293945,USA,-119.76000213623047,640,5,NV,NV,89701
Pahrump,us,US,1101.3689476691445,89041,36.2599983215332,USA,-116.0199966430664,214,6,NV,NV,89041
Boulder City,us,US,1036.3329607699216,89005,35.97999954223633,USA,-114.83999633789062,163,7,NV,NV,89005
Gardnerville,us,US,1323.9108433237898,89410,38.83000183105469,USA,-119.70999908447266,116,8,NV,NV,89410
Fernley,us,US,1314.7186136371192,89408,39.599998474121094,USA,-119.2300033569336,112,9,NV,NV,89408
Fallon,us,US,1290.9969986548006,89406,39.47999954223633,USA,-118.7699966430664,105,10,NV,NV,89406
Elko,us,US,1192.5340565122528,89801,40.83000183105469,USA,-115.76000213623047,86,11,NV,NV,89801
Dayton,us,US,1323.1543828184176,89403,39.27000045776367,USA,-119.54000091552734,76,12,NV,NV,89403
Incline Village,us,US,1342.8814589527626,89450,39.2599983215332,USA,-119.95999908447266,74,13,NV,NV,89450
Minden,us,US,1328.250674739126,89423,39.0099983215332,USA,-119.73999786376953,66,14,NV,NV,89423
Laughlin,us,US,1014.2415996643391,89028,35.150001525878906,USA,-114.62999725341797,63,15,NV,NV,89028
Sun Valley,us,US,1340.3461993944143,89433,39.599998474121094,USA,-119.77999877929688,57,16,NV,NV,89433
Mesquite,us,US,1011.6175543331441,89024,36.79999923706055,USA,-114.06999969482422,55,17,NV,NV,89024
Virginia City,us,US,1329.7592846514797,89440,39.349998474121094,USA,-119.6500015258789,30,18,NV,NV,89440
Washoe Valley,us,US,1335.1581331630105,89704,39.279998779296875,USA,-119.79000091552734,24,19,NV,NV,89704
Nellis AFB,us,US,1050.6045235869565,89191,36.2400016784668,USA,-115.04000091552734,22,20,NV,NV,89191
Stateline,us,US,1337.0391641878853,89449,38.959999084472656,USA,-119.94000244140625,22,21,NV,NV,89449
Silver Springs,us,US,1313.4648456916857,89429,39.36000061035156,USA,-119.30000305175781,21,22,NV,NV,89429
Winnemucca,us,US,1286.3144483111892,89445,41.130001068115234,USA,-117.79000091552734,18,23,NV,NV,89445
Jean,us,US,1075.5480194556762,89019,35.79999923706055,USA,-115.63999938964844,17,24,NV,NV,89019
Logandale,us,US,1028.0722751977162,89021,36.59000015258789,USA,-114.4800033569336,16,25,NV,NV,89021
Spring Creek,us,US,1176.4577738216788,89815,40.54999923706055,USA,-115.58000183105469,16,26,NV,NV,89815
Yerington,us,US,1297.0878078125731,89447,38.91999816894531,USA,-119.12000274658203,15,27,NV,NV,89447
Zephyr Cove,us,US,1338.1541658190451,89448,39.0,USA,-119.94999694824219,15,28,NV,NV,89448
Moapa,us,US,1035.428973157354,89025,36.689998626708984,USA,-114.58999633789062,14,29,NV,NV,89025
Overton,us,US,1025.6528821085824,89040,36.540000915527344,USA,-114.44999694824219,13,30,NV,NV,89040
Ely,us,US,1112.1024428748958,89301,39.380001068115234,USA,-114.87999725341797,12,31,NV,NV,89301
Tonopah,us,US,1190.8015689780545,89049,38.060001373291016,USA,-117.2300033569336,12,32,NV,NV,89049
Blue Diamond,us,US,1067.3006045470693,89004,36.08000183105469,USA,-115.41000366210938,11,33,NV,NV,89004
Verdi,us,US,1348.2876548893564,89439,39.52000045776367,USA,-119.9800033569336,10,34,NV,NV,89439
Indian Springs,us,US,1087.9594873543233,89018,36.56999969482422,USA,-115.66999816894531,8,35,NV,NV,89018
West Wendover,us,US,1121.7644914411887,89883,40.689998626708984,USA,-114.13999938964844,6,36,NV,NV,89883
Genoa,us,US,1333.0400797985494,89411,39.0099983215332,USA,-119.83999633789062,6,37,NV,NV,89411
The Lakes,us,US,1061.5904016877264,88901,36.150001525878906,USA,-115.27999877929688,6,38,NV,NV,88901
Wellington,us,US,1307.7107380202206,89444,38.84000015258789,USA,-119.37000274658203,6,39,NV,NV,89444
Alamo,us,US,1095.0380859325642,89001,37.47999954223633,USA,-115.48999786376953,6,40,NV,NV,89001
Amargosa Valley,us,US,1123.6069755537612,89020,36.4900016784668,USA,-116.38999938964844,6,41,NV,NV,89020
Battle Mountain,us,US,1236.1546646303948,89820,40.619998931884766,USA,-116.94000244140625,6,42,NV,NV,89820
Gerlach,us,US,1342.5275477999605,89412,40.650001525878906,USA,-119.36000061035156,5,43,NV,NV,89412
Mc Gill,us,US,1108.4192949934318,89318,39.38999938964844,USA,-114.79000091552734,5,44,NV,NV,89318
Manhattan,us,US,1192.7840816538146,89022,38.540000915527344,USA,-117.08000183105469,4,45,NV,NV,89022
Searchlight,us,US,1033.5155341005463,89046,35.470001220703125,USA,-114.91999816894531,4,46,NV,NV,89046
Jackpot,us,US,1195.6732098389953,89825,41.7599983215332,USA,-115.06999969482422,4,47,NV,NV,89825
Montello,us,US,1143.7456671003495,89830,41.2599983215332,USA,-114.19000244140625,4,48,NV,NV,89830
Crystal Bay,us,US,1342.7427399835847,89402,39.279998779296875,USA,-119.94999694824219,3,49,NV,NV,89402
Glenbrook,us,US,1338.9611725349994,89413,39.08000183105469,USA,-119.94000244140625,3,50,NV,NV,89413
Lovelock,us,US,1292.6677851404281,89419,40.18000030517578,USA,-118.4800033569336,3,51,NV,NV,89419
Nixon,us,US,1325.4272290979297,89424,39.84000015258789,USA,-119.36000061035156,3,52,NV,NV,89424
Beatty,us,US,1146.5499734248174,89003,36.880001068115234,USA,-116.7300033569336,3,53,NV,NV,89003
Silver City,us,US,1327.8837534945649,89428,39.27000045776367,USA,-119.63999938964844,2,54,NV,NV,89428
Caliente,us,US,1050.9221258711468,89008,37.65999984741211,USA,-114.5,2,55,NV,NV,89008
Goldfield,us,US,1195.0514039473546,89013,37.77000045776367,USA,-117.41999816894531,2,56,NV,NV,89013
Cal Nev Ari,us,US,1030.0890732312612,89039,35.31999969482422,USA,-114.88999938964844,2,57,NV,NV,89039
Eureka,us,US,1164.0001205125145,89316,39.5099983215332,USA,-115.97000122070312,2,58,NV,NV,89316
Mountain City,us,US,1233.4325776536164,89831,41.849998474121094,USA,-115.95999908447266,2,59,NV,NV,89831
Empire,us,US,1340.077754402985,89405,40.58000183105469,USA,-119.33999633789062,1,60,NV,NV,89405
Imlay,us,US,1289.0870578536287,89418,40.65999984741211,USA,-118.13999938964844,1,61,NV,NV,89418
Orovada,us,US,1315.8150948645857,89425,41.7400016784668,USA,-118.08999633789062,1,62,NV,NV,89425
Schurz,us,US,1283.3174932233076,89427,38.95000076293945,USA,-118.81999969482422,1,63,NV,NV,89427
Dyer,us,US,1226.3011339446257,89010,37.68000030517578,USA,-118.08000183105469,1,64,NV,NV,89010
Hiko,us,US,1084.5925615001036,89017,37.59000015258789,USA,-115.2300033569336,1,65,NV,NV,89017
Panaca,us,US,1048.66110662794,89042,37.790000915527344,USA,-114.38999938964844,1,66,NV,NV,89042
Pioche,us,US,1055.0375803107656,89043,37.939998626708984,USA,-114.44999694824219,1,67,NV,NV,89043
Round Mountain,us,US,1202.1131853450413,89045,38.810001373291016,USA,-117.16000366210938,1,68,NV,NV,89045
Crescent Valley,us,US,1215.3830897063028,89821,40.58000183105469,USA,-116.4800033569336,1,69,NV,NV,89821
Baker,us,US,1069.478509990967,89311,39.0,USA,-114.16000366210938,1,70,NV,NV,89311
Halleck,us,US,1184.9510654356602,89824,40.93000030517578,USA,-115.5,1,71,NV,NV,89824
Lamoille,us,US,1180.837963283559,89828,40.720001220703125,USA,-115.55999755859375,1,72,NV,NV,89828
Coyote Springs,us,US,1044.50554969,1108246,36.369998931884766,USA,-114.87999725341797,0,73,NV,NV,89037
Sloan,us,US,1054.9507265341963,1108267,35.939998626708984,USA,-115.20999908447266,0,74,NV,NV,89054
Denio,us,US,1344.6736214730113,89404,41.9900016784668,USA,-118.62000274658203,0,75,NV,NV,89404
Gabbs,us,US,1239.4178877206466,89409,38.86000061035156,USA,-117.93000030517578,0,76,NV,NV,89409
Golconda,us,US,1262.2805315542455,89414,41.0099983215332,USA,-117.30000305175781,0,77,NV,NV,89414
Hawthorne,us,US,1270.4761593452768,89415,38.599998474121094,USA,-118.68000030517578,0,78,NV,NV,89415
Luning,us,US,1243.7215431302038,89420,38.41999816894531,USA,-118.19000244140625,0,79,NV,NV,89420
Mc Dermitt,us,US,1307.6011601203807,89421,41.9900016784668,USA,-117.70999908447266,0,80,NV,NV,89421
Mina,us,US,1239.3305069619125,89422,38.38999938964844,USA,-118.11000061035156,0,81,NV,NV,89422
Paradise Valley,us,US,1282.5651901127658,89426,41.599998474121094,USA,-117.37999725341797,0,82,NV,NV,89426
Smith,us,US,1303.9896077483124,89430,38.7599983215332,USA,-119.31999969482422,0,83,NV,NV,89430
Valmy,us,US,1248.53224006911,89438,40.790000915527344,USA,-117.12000274658203,0,84,NV,NV,89438
Wadsworth,us,US,1317.8129415867916,89442,39.63999938964844,USA,-119.27999877929688,0,85,NV,NV,89442
Bunkerville,us,US,1013.9981471874775,89007,36.77000045776367,USA,-114.12999725341797,0,86,NV,NV,89007
Mercury,us,US,1106.1491780077513,89023,36.65999984741211,USA,-116.0,0,87,NV,NV,89023
Silverpeak,us,US,1218.239307165336,89047,37.79999923706055,USA,-117.87999725341797,0,88,NV,NV,89047
Austin,us,US,1224.4365687085735,89310,39.7400016784668,USA,-117.19000244140625,0,89,NV,NV,89310
Carlin,us,US,1203.802554114186,89822,40.720001220703125,USA,-116.11000061035156,0,90,NV,NV,89822
Deeth,us,US,1180.4312960152504,89823,41.08000183105469,USA,-115.2699966430664,0,91,NV,NV,89823
Duckwater,us,US,1138.0613272634778,89314,38.95000076293945,USA,-115.70999908447266,0,92,NV,NV,89314
Jarbidge,us,US,1212.367319962396,89826,41.849998474121094,USA,-115.41999816894531,0,93,NV,NV,89826
Lund,us,US,1110.615590697145,89317,38.90999984741211,USA,-115.12999725341797,0,94,NV,NV,89317
Ruth,us,US,1114.1927989107287,89319,39.279998779296875,USA,-114.98999786376953,0,95,NV,NV,89319
Owyhee,us,US,1232.0744835452904,89832,41.75,USA,-116.01000213623047,0,96,NV,NV,89832
Ruby Valley,us,US,1156.548680182604,89833,40.310001373291016,USA,-115.27999877929688,0,97,NV,NV,89833
Tuscarora,us,US,1237.5146955021883,89834,41.11000061035156,USA,-116.63999938964844,0,98,NV,NV,89834
Wells,us,US,1169.3532775734393,89835,41.11000061035156,USA,-114.97000122070312,0,99,NV,NV,89835
Manchester,us,US,1588.8328177443834,3101,42.9900016784668,USA,-71.47000122070312,4132,0,NH,NH,03101
Nashua,us,US,1584.2709667857987,3060,42.7599983215332,USA,-71.47000122070312,2779,1,NH,NH,03060
Portsmouth,us,US,1619.552186776801,3801,43.06999969482422,USA,-70.77999877929688,2068,2,NH,NH,03801
Lebanon,us,US,1570.7425080177393,3756,43.63999938964844,USA,-72.25,944,3,NH,NH,03756
Keene,us,US,1553.3486538248922,3431,42.939998626708984,USA,-72.29000091552734,909,4,NH,NH,03431
Concord,us,US,1592.2867163733788,3301,43.2400016784668,USA,-71.51000213623047,888,5,NH,NH,03301
Dover,us,US,1616.3874674044043,3820,43.189998626708984,USA,-70.91000366210938,709,6,NH,NH,03820
Derry,us,US,1594.037891548418,3038,42.88999938964844,USA,-71.30000305175781,471,7,NH,NH,03038
Hampton,us,US,1615.20712532011,3842,42.93000030517578,USA,-70.81999969482422,358,8,NH,NH,03842
Salem,us,US,1595.5074823023351,3079,42.790000915527344,USA,-71.22000122070312,348,9,NH,NH,03079
Rochester,us,US,1613.7784441339024,3839,43.27000045776367,USA,-71.01000213623047,348,10,NH,NH,03839
Bedford,us,US,1585.71699307079,3110,42.939998626708984,USA,-71.5199966430664,317,11,NH,NH,03110
Merrimack,us,US,1584.117266996511,3054,42.86000061035156,USA,-71.5199966430664,271,12,NH,NH,03054
Exeter,us,US,1608.932232128282,3833,42.97999954223633,USA,-70.98999786376953,266,13,NH,NH,03833
Londonderry,us,US,1590.2516988791824,3053,42.869998931884766,USA,-71.37999725341797,257,14,NH,NH,03053
Hudson,us,US,1586.5959216679432,3051,42.77000045776367,USA,-71.41999816894531,243,15,NH,NH,03051
Milford,us,US,1577.5849432576358,3055,42.83000183105469,USA,-71.66000366210938,189,16,NH,NH,03055
Amherst,us,US,1580.3047499599352,3031,42.86000061035156,USA,-71.61000061035156,170,17,NH,NH,03031
Hollis,us,US,1579.39118830799,3049,42.75,USA,-71.58000183105469,146,18,NH,NH,03049
Barrington,us,US,1611.7427327904913,3825,43.209999084472656,USA,-71.02999877929688,144,19,NH,NH,03825
Somersworth,us,US,1619.24744440669,3878,43.25,USA,-70.87000274658203,138,20,NH,NH,03878
Durham,us,US,1612.2648604813292,3824,43.130001068115234,USA,-70.9800033569336,137,21,NH,NH,03824
Newmarket,us,US,1612.9779384108417,3857,43.08000183105469,USA,-70.94000244140625,127,22,NH,NH,03857
Windham,us,US,1592.2892073505025,3087,42.79999923706055,USA,-71.30000305175781,124,23,NH,NH,03087
East Hampstead,us,US,1600.833017674627,3826,42.88999938964844,USA,-71.13999938964844,124,24,NH,NH,03826
Epping,us,US,1606.4804024354853,3042,43.04999923706055,USA,-71.08000183105469,119,25,NH,NH,03042
Raymond,us,US,1601.4427085746408,3077,43.029998779296875,USA,-71.19000244140625,118,26,NH,NH,03077
Goffstown,us,US,1585.6298982508413,3045,43.060001373291016,USA,-71.58000183105469,116,27,NH,NH,03045
Brookline,us,US,1574.938732982145,3033,42.7400016784668,USA,-71.68000030517578,113,28,NH,NH,03033
Hooksett,us,US,1591.090403896994,3106,43.060001373291016,USA,-71.44999694824219,111,29,NH,NH,03106
Pelham,us,US,1590.08990253057,3076,42.72999954223633,USA,-71.31999969482422,106,30,NH,NH,03076
Laconia,us,US,1602.180112686438,3246,43.54999923706055,USA,-71.43000030517578,106,31,NH,NH,03246
Hanover,us,US,1571.579782590307,3755,43.709999084472656,USA,-72.2699966430664,98,32,NH,NH,03755
Peterborough,us,US,1566.5612603080515,3458,42.88999938964844,USA,-71.94999694824219,92,33,NH,NH,03458
Plaistow,us,US,1602.004730531014,3865,42.84000015258789,USA,-71.08999633789062,80,34,NH,NH,03865
Hillsborough,us,US,1572.4629525965117,3244,43.130001068115234,USA,-71.93000030517578,73,35,NH,NH,03244
Stratham,us,US,1613.514385333049,3885,43.02000045776367,USA,-70.9000015258789,71,36,NH,NH,03885
Claremont,us,US,1560.4229695779466,3743,43.369998931884766,USA,-72.3499984741211,69,37,NH,NH,03743
Hampstead,us,US,1598.9400177596535,3841,42.880001068115234,USA,-71.18000030517578,63,38,NH,NH,03841
